predicted,actual
402.7339172363281,635.0
515.423095703125,510.29
257.51104736328125,235.0
684.3743896484375,667.0
770.5501098632812,775.0
627.325927734375,623.69
494.8381042480469,449.06
602.1972045898438,621.42
417.64276123046875,449.06
595.2268676757812,572.5
334.3351135253906,317.51
330.8660888671875,305.0
721.7349853515625,785.0
424.5658874511719,430.91
362.93682861328125,367.41
311.95220947265625,295.0
593.1094360351562,440.0
607.8983154296875,555.0
620.2820434570312,750.0
656.502685546875,580.0
633.0191650390625,675.0
335.6083984375,328.85
526.1026611328125,532.5
632.8939208984375,655.0
391.390380859375,324.32
856.51953125,850.0
736.3892211914062,777.91
315.4233093261719,308.44
677.45849609375,697.5
581.8712768554688,562.45
560.8510131835938,537.51
327.8464050292969,335.66
495.1185302734375,510.29
387.432861328125,376.48
831.6034545898438,785.0
627.7415161132812,672.5
534.28955078125,467.5
638.7531127929688,695.0
277.23431396484375,260.82
813.4851684570312,962.5
532.7823486328125,477.5
585.1287841796875,610.0
653.7734985351562,657.71
527.6134033203125,512.56
300.78973388671875,281.23
497.7453918457031,483.08
415.4186706542969,395.0
685.1705322265625,587.5
460.03564453125,380.0
395.5585632324219,402.5
337.499755859375,342.5
309.1991882324219,303.91
253.75909423828125,325.0
720.8136596679688,700.5
337.7098693847656,349.27
384.6521911621094,375.0
496.5876770019531,469.47
648.3649291992188,657.71
509.7479248046875,449.06
667.458740234375,702.5
552.3836669921875,495.0
664.0401611328125,682.66
307.3093566894531,310.71
592.6888427734375,628.23
310.9678649902344,306.17
438.6242980957031,432.5
304.2182922363281,297.5
490.8570251464844,382.5
678.373779296875,653.17
383.35968017578125,337.93
408.25421142578125,403.0
593.2531127929688,607.81
496.16192626953125,437.5
389.46112060546875,347.5
525.8399658203125,537.5
492.0450744628906,500.0
635.8331909179688,625.96
721.0205688476562,630.0
223.31253051757812,224.53
353.3213195800781,349.27
791.1826782226562,755.0
340.29705810546875,347.0
650.6017456054688,700.0
310.6427917480469,360.0
751.65380859375,814.2
681.8255615234375,716.68
564.5597534179688,519.36
323.77789306640625,342.5
593.1653442382812,578.33
488.97314453125,475.0
540.7607421875,412.77
538.3154907226562,544.31
533.8368530273438,542.04
745.1905517578125,735.0
622.934814453125,610.08
502.4124755859375,525.0
655.27197265625,685.0
361.9871826171875,340.19
457.42340087890625,480.81
613.1812744140625,644.1
398.5025939941406,405.97
299.92291259765625,274.42
387.1142883300781,269.89
534.1820068359375,526.17
418.6597595214844,424.11
666.4400634765625,612.5
568.067626953125,590.0
408.11639404296875,300.0
168.0516357421875,163.29
542.6844482421875,544.31
550.2374877929688,522.5
435.8265686035156,405.0
434.8267517089844,450.0
366.1861267089844,367.41
612.868896484375,644.1
552.9661865234375,606.0
845.8338012695312,837.5
599.1553955078125,400.0
726.41259765625,772.5
671.8056640625,625.0
672.6196899414062,600.0
246.24624633789062,205.0
492.3028259277344,356.07
352.5015869140625,344.73
498.0113525390625,392.5
684.8134155273438,692.5
676.93994140625,662.5
559.1517944335938,557.5
310.0736389160156,315.25
645.5123291015625,665.0
407.1498718261719,376.48
704.27197265625,735.0
592.982666015625,283.5
263.60955810546875,247.21
549.8330688476562,680.0
500.4219665527344,498.95
563.1728515625,537.5
694.0183715820312,689.0
479.16033935546875,457.5
743.0450439453125,735.0
631.6987915039062,598.74
496.2712097167969,494.42
542.5978393554688,532.0
256.78564453125,254.01
290.8779296875,197.5
255.40377807617188,249.48
358.726318359375,349.27
366.1280822753906,401.43
535.4631958007812,417.5
845.2213134765625,877.5
655.5037841796875,647.5
332.88250732421875,337.93
799.6146240234375,815.0
529.1265869140625,517.1
941.2684326171875,932.5
730.7593383789062,680.0
614.48291015625,610.08
262.1109924316406,244.94
447.66156005859375,496.68
494.49041748046875,483.08
655.0513305664062,700.0
308.7940673828125,229.06
615.6075439453125,680.0
301.8212890625,315.0
403.8049621582031,408.23
319.42938232421875,308.44
655.2814331054688,623.69
326.3833923339844,331.12
642.2706909179688,637.3
394.1997375488281,385.0
433.5997619628906,426.38
326.96588134765625,317.51
427.023193359375,437.72
696.8096923828125,705.0
475.6549377441406,467.5
515.9752197265625,582.87
575.071044921875,490.0
532.1015625,567.5
339.6065979003906,270.0
420.1057434082031,408.23
437.3188781738281,437.72
791.1241455078125,657.71
338.82879638671875,385.0
491.17633056640625,582.5
533.9799194335938,510.0
665.2378540039062,666.78
748.3560180664062,840.0
354.57904052734375,355.0
796.6109008789062,621.42
495.8266906738281,472.5
303.6292419433594,250.0
670.519775390625,669.05
533.9910888671875,544.31
617.715576171875,625.0
377.60888671875,372.0
559.1634521484375,587.4
593.6746215820312,435.0
643.5961303710938,655.44
721.7197265625,698.53
648.7113037109375,655.0
406.1806640625,408.23
609.30908203125,612.35
568.7286376953125,445.0
422.862060546875,426.38
428.98974609375,455.86
359.87872314453125,347.0
681.4020385742188,673.58
334.10107421875,319.78
667.4651489257812,666.78
362.1128845214844,342.46
301.9959716796875,301.64
480.0015869140625,467.2
393.4405822753906,397.5
710.2451171875,680.0
347.9781799316406,335.66
565.1892700195312,551.11
892.3551025390625,900.0
565.90771484375,542.5
612.5272216796875,607.81
347.01129150390625,290.0
558.248291015625,546.58
457.55572509765625,435.45
400.9707336425781,407.5
677.3327026367188,617.5
569.7075805664062,650.0
402.90167236328125,377.5
339.9786376953125,312.5
250.95726013183594,229.06
391.15771484375,401.43
529.550048828125,528.44
804.1580200195312,870.0
389.276123046875,390.09
648.5587768554688,650.0
446.4158935546875,424.11
266.2333679199219,247.21
288.68017578125,267.62
539.85595703125,520.0
218.0537109375,215.46
524.0460205078125,400.0
866.4278564453125,888.5
294.2148742675781,312.5
731.0201416015625,741.62
803.1964721679688,795.0
431.9912414550781,415.04
541.434814453125,544.31
794.6359252929688,827.5
580.8958129882812,580.6
432.55462646484375,337.5
597.9284057617188,655.44
639.9007568359375,640.0
451.2331237792969,445.0
330.0063781738281,297.5
645.5289306640625,655.0
689.9661865234375,695.0
698.9890747070312,787.5
621.4583129882812,580.6
456.61962890625,387.5
518.169677734375,555.0
467.57049560546875,462.66
444.2702331542969,425.0
238.91107177734375,219.99
331.7868957519531,317.51
524.5335083007812,515.0
400.3852233886719,370.0
609.6804809570312,655.44
334.0635681152344,362.5
289.1786804199219,307.5
814.1183471679688,833.5
862.3956909179688,902.5
305.6713562011719,299.37
708.07373046875,710.0
682.1762084960938,320.0
586.4765014648438,587.5
559.78173828125,562.5
527.8156127929688,530.0
557.8444213867188,537.5
432.8019104003906,402.5
385.2301025390625,453.59
739.4116821289062,595.0
568.5316772460938,577.5
711.2276000976562,680.38
563.8444213867188,575.0
435.8904113769531,451.32
467.8948669433594,492.15
305.5997009277344,267.62
489.5217590332031,407.5
388.4324645996094,395.0
382.02960205078125,362.87
409.6560363769531,383.29
668.745849609375,632.5
275.599609375,272.16
373.5787658691406,345.0
497.62677001953125,461.0
366.02783203125,383.29
440.3676452636719,436.0
448.1617431640625,575.0
395.0107727050781,387.82
417.9888916015625,444.52
329.3934326171875,315.25
547.9586791992188,537.51
690.2628784179688,672.5
216.37039184570312,215.46
445.9991760253906,472.5
588.2913208007812,603.28
915.5115966796875,962.5
261.7153015136719,258.55
425.3121643066406,445.0
616.2628173828125,560.0
472.5305480957031,381.0
439.1838684082031,437.72
582.27734375,589.67
473.96234130859375,458.13
497.4368591308594,498.95
622.056640625,605.0
542.103271484375,510.0
574.96142578125,612.35
446.0426940917969,335.0
437.38873291015625,301.64
755.05517578125,791.52
379.586669921875,387.82
663.162109375,696.26
505.19073486328125,515.0
660.3197021484375,669.05
693.5316162109375,677.5
292.760498046875,257.5
608.3598022460938,594.21
475.4629821777344,487.5
679.268310546875,745.0
683.1000366210938,580.0
713.8458251953125,678.12
406.48052978515625,390.0
667.3831787109375,682.5
628.0984497070312,627.5
572.2848510742188,589.67
705.2396850585938,577.5
238.5050811767578,215.46
570.1295166015625,555.0
851.3347778320312,867.5
531.6917114257812,532.97
332.045166015625,325.0
698.3134155273438,720.0
647.1388549804688,645.0
552.3656005859375,557.5
654.9265747070312,647.5
680.00341796875,703.07
480.0148010253906,495.0
498.8450012207031,503.49
509.0499267578125,527.5
356.08892822265625,347.0
295.876953125,312.5
252.79905700683594,258.55
385.7851867675781,346.0
772.4244384765625,775.0
717.5433959960938,695.0
736.635986328125,770.0
588.2388916015625,447.5
353.3667907714844,353.8
311.6858825683594,288.03
440.395751953125,392.36
507.9549865722656,494.42
483.4396057128906,501.22
608.6799926757812,610.0
298.8692321777344,290.3
331.9479675292969,432.5
665.7703247070312,635.0
393.9908447265625,367.5
801.606201171875,810.0
375.8476867675781,396.89
583.3242797851562,607.81
583.7767333984375,520.0
542.6742553710938,530.7
597.17724609375,597.5
591.5205078125,625.0
323.3068542480469,242.5
564.752685546875,495.0
480.588623046875,453.59
435.68536376953125,420.0
344.9250793457031,306.17
317.0331115722656,250.0
606.09716796875,582.87
379.4359436035156,285.0
700.7091064453125,712.5
348.60693359375,331.12
315.65911865234375,317.5
292.4120788574219,320.0
563.18310546875,576.06
403.65899658203125,400.0
613.1422729492188,645.0
642.4520874023438,642.5
566.8450927734375,467.5
727.567626953125,755.0
685.0931396484375,705.0
621.8474731445312,615.0
814.4810180664062,670.0
708.3672485351562,710.0
331.31976318359375,328.85
517.3057250976562,519.36
367.865478515625,367.41
428.6435241699219,408.23
681.785888671875,677.5
289.5827331542969,281.23
353.5227355957031,358.34
351.7845153808594,353.8
434.3660888671875,417.3
819.1188354492188,857.5
336.81170654296875,326.59
629.3257446289062,577.5
513.1078491210938,612.5
424.2740783691406,399.16
225.8008270263672,222.26
694.0185546875,687.19
872.2584838867188,872.5
448.5134582519531,453.59
572.9989624023438,590.0
654.9129638671875,646.37
485.1852111816406,330.0
698.6201171875,730.28
888.9923706054688,975.0
248.7406463623047,199.58
507.2235107421875,498.95
447.8835144042969,471.74
758.9353637695312,760.0
452.9165344238281,435.0
775.5137329101562,747.5
290.8752746582031,285.76
293.1880187988281,252.5
556.171630859375,553.38
637.70458984375,664.51
363.32366943359375,351.53
521.9783325195312,519.36
288.33477783203125,265.0
275.31280517578125,285.76
407.8541259765625,390.09
273.51739501953125,267.5
441.06060791015625,433.18
306.2295837402344,303.91
556.71240234375,547.5
611.9126586914062,590.0
312.2834167480469,283.5
410.0989074707031,399.16
444.78076171875,460.0
399.0524597167969,385.55
639.7432250976562,592.5
580.6181640625,598.74
559.1116333007812,569.26
520.7229614257812,515.0
437.43951416015625,449.06
625.7818603515625,642.5
457.701416015625,462.5
607.5363159179688,620.0
370.6885681152344,372.5
241.8592071533203,229.06
422.10833740234375,442.25
898.3334350585938,915.0
420.51934814453125,422.5
627.1748657226562,665.0
650.7169799804688,655.44
213.56698608398438,215.46
788.3001708984375,660.0
838.4503173828125,895.0
578.9508056640625,582.87
417.2748718261719,378.75
582.2447509765625,582.87
234.68690490722656,238.14
473.2010803222656,337.93
610.082763671875,623.69
364.86309814453125,374.21
370.4136047363281,345.0
751.2972412109375,647.5
485.6634826660156,444.52
483.03668212890625,487.61
375.87640380859375,367.5
304.1495056152344,407.5
539.79248046875,530.0
377.04986572265625,337.93
622.208740234375,648.64
481.3382263183594,467.5
425.5264892578125,455.86
727.5962524414062,765.5
614.457275390625,621.42
352.1634826660156,343.0
331.6925354003906,272.16
730.5233764648438,552.5
621.9411010742188,625.96
305.80145263671875,290.0
333.0462951660156,326.59
815.6416015625,852.5
571.124267578125,621.42
407.53533935546875,382.5
750.14794921875,775.0
444.71270751953125,425.0
255.73318481445312,515.0
333.31060791015625,347.5
536.1375122070312,464.93
654.606689453125,697.5
541.212890625,517.1
427.3266296386719,430.5
335.3947448730469,303.91
648.6974487304688,653.17
316.0713806152344,315.25
389.20538330078125,310.0
426.3751220703125,440.0
481.0035705566406,470.0
575.4327392578125,607.81
563.5064086914062,553.38
612.7116088867188,625.0
288.84613037109375,272.16
377.4107360839844,376.48
663.0342407226562,660.0
603.3500366210938,567.5
637.2788696289062,362.87
425.971923828125,455.86
635.9053344726562,572.5
654.2450561523438,590.0
518.559326171875,517.5
308.2134704589844,290.3
314.7319641113281,303.91
748.82470703125,725.0
724.7835083007812,730.0
555.5748291015625,565.0
260.4228515625,265.0
280.4985656738281,281.23
309.9605407714844,285.76
435.1934814453125,432.5
778.1759643554688,850.0
651.1201171875,682.66
367.4654235839844,349.27
505.4883728027344,582.5
728.8853149414062,954.0
569.531982421875,517.5
394.5845947265625,415.0
412.46527099609375,410.5
607.4308471679688,607.5
632.9024047851562,685.0
621.8245849609375,612.35
232.66635131835938,230.0
624.7423095703125,662.5
563.4642944335938,595.0
406.9553527832031,390.0
425.9657897949219,440.0
426.66046142578125,419.57
612.4574584960938,580.0
386.1048583984375,351.53
300.8368225097656,312.98
252.33499145507812,229.06
562.8152465820312,566.99
671.1663818359375,662.5
490.724365234375,450.0
670.5863037109375,718.94
588.9503784179688,571.53
458.6573486328125,378.75
463.9949035644531,460.0
631.770751953125,639.57
477.463134765625,565.0
550.3504028320312,612.5
293.6584167480469,288.03
541.7039184570312,526.17
434.56201171875,447.5
261.4212341308594,260.82
582.3147583007812,487.5
286.3881530761719,297.1
326.5155944824219,337.93
689.8925170898438,691.73
560.4749145507812,620.0
268.99072265625,265.35
620.7219848632812,530.0
830.2428588867188,817.5
294.96441650390625,327.5
532.4706420898438,492.15
376.7869567871094,375.0
600.0816650390625,605.55
500.6624450683594,421.84
323.7403259277344,317.51
354.5429382324219,330.0
360.4205322265625,362.87
420.1248779296875,382.5
622.3113403320312,641.83
524.2294921875,490.0
351.4007568359375,365.0
579.68359375,589.67
344.0110168457031,333.39
732.093994140625,735.0
330.3109130859375,322.05
483.1349182128906,422.5
579.5567626953125,462.66
606.9808959960938,540.0
572.9295654296875,551.11
535.9324951171875,557.5
753.0248413085938,771.11
394.40966796875,399.16
287.287353515625,256.28
504.29302978515625,519.36
332.4159240722656,326.59
694.169189453125,695.0
367.6230773925781,367.41
749.8545532226562,782.5
457.15362548828125,458.13
763.855224609375,825.0
258.7900085449219,257.5
810.6292114257812,862.5
300.4949951171875,360.61
307.9828186035156,317.51
409.81353759765625,426.38
296.2117614746094,285.76
350.954833984375,215.0
419.1222839355469,412.5
718.9390869140625,684.5
323.92193603515625,285.0
541.6409301757812,505.0
530.5066528320312,522.5
567.2720947265625,565.0
373.9753112792969,365.14
613.5438232421875,565.0
684.565673828125,707.5
492.9568176269531,394.63
330.84637451171875,310.0
475.5175476074219,537.5
398.53936767578125,372.5
255.2839813232422,226.8
237.62103271484375,210.0
274.1761474609375,278.96
301.56817626953125,325.0
438.59356689453125,430.91
629.3860473632812,635.03
661.6123657226562,690.0
452.3493347167969,476.27
455.7946472167969,485.34
460.97271728515625,457.5
739.861328125,762.5
459.6243591308594,457.5
758.53857421875,752.5
492.29132080078125,476.27
613.58447265625,600.0
766.1190795898438,834.61
488.2464599609375,332.5
663.3087768554688,660.0
630.535888671875,665.0
1013.2090454101562,1095.0
520.18603515625,522.5
505.9221496582031,475.0
359.8372497558594,344.73
400.1220397949219,392.36
508.5708312988281,507.5
592.786865234375,548.85
421.86505126953125,352.5
319.78387451171875,324.32
595.5841674804688,603.28
470.6236267089844,435.0
623.3101196289062,628.23
362.1084899902344,360.61
757.5106811523438,790.0
712.3619384765625,715.0
358.8598327636719,317.5
803.5845336914062,810.0
402.9678649902344,383.29
694.6466674804688,703.07
439.5863342285156,433.18
716.7670288085938,717.5
329.621826171875,310.71
605.27783203125,392.5
414.3977966308594,381.02
522.2612915039062,471.74
608.3343505859375,594.21
905.7455444335938,930.0
561.6768188476562,401.43
646.165771484375,640.5
570.8714599609375,590.0
388.643310546875,381.02
600.4705200195312,577.5
265.3524475097656,258.55
556.4288330078125,569.26
395.7809143066406,392.36
221.23814392089844,199.58
537.673828125,477.5
800.7696533203125,822.5
313.0724182128906,317.51
933.1530151367188,960.0
455.79632568359375,419.57
806.6661376953125,825.0
581.20068359375,567.5
453.5500183105469,446.79
654.6293334960938,615.0
738.1708984375,766.57
481.73602294921875,455.86
556.2908935546875,560.0
400.9678649902344,419.57
383.9170837402344,387.5
612.2023315429688,515.0
235.09104919433594,247.5
744.0699462890625,755.23
642.4498901367188,595.0
593.5393676757812,580.0
588.2614135742188,465.0
353.11834716796875,335.66
478.339111328125,474.0
567.5967407226562,522.5
467.8312683105469,464.93
431.3770446777344,444.52
590.575439453125,570.0
402.09881591796875,417.3
553.4100341796875,542.04
532.958251953125,547.5
458.4039611816406,452.5
768.02978515625,772.5
592.6298217773438,573.79
571.5030517578125,594.21
579.096435546875,570.0
684.1131591796875,633.0
500.635498046875,480.81
605.071533203125,619.15
341.595703125,335.66
582.2000122070312,562.45
539.25048828125,535.24
615.6534423828125,482.5
649.3659057617188,515.0
425.1752014160156,427.5
676.964599609375,677.5
517.9530029296875,525.0
705.7490234375,835.0
475.626953125,450.0
252.78768920898438,242.67
823.9671630859375,480.0
291.82757568359375,247.5
465.1523742675781,780.0
816.3069458007812,832.5
314.9718322753906,307.5
381.9124755859375,369.68
500.64996337890625,512.5
581.1128540039062,546.58
622.0992431640625,594.21
463.4128723144531,435.45
475.08929443359375,471.74
338.90960693359375,410.0
401.49542236328125,352.5
486.3635559082031,480.0
438.8426818847656,400.0
722.7291870117188,746.16
665.8515625,714.41
629.6239013671875,619.15
389.30731201171875,312.5
868.5194702148438,855.0
585.1104125976562,589.67
451.5357971191406,433.18
594.0006713867188,542.5
610.4120483398438,619.15
537.1494140625,534.85
265.2212219238281,260.82
641.0535888671875,655.44
549.3436279296875,557.92
604.2114868164062,650.0
615.046875,615.0
276.8845520019531,297.5
449.9053955078125,453.59
669.1990356445312,667.5
343.2545471191406,337.93
263.8424377441406,244.94
623.1636352539062,247.21
589.5447998046875,595.0
507.86260986328125,515.0
292.82525634765625,288.03
630.6067504882812,620.0
590.8135375976562,477.5
412.316650390625,460.0
803.5572509765625,820.0
683.8690795898438,707.5
297.25714111328125,276.69
504.647705078125,475.0
725.4817504882812,685.0
652.2420654296875,562.5
455.9496154785156,455.0
407.3226013183594,387.82
372.3857727050781,381.02
297.7510070800781,301.64
679.9149780273438,692.5
594.6746215820312,582.87
650.1004638671875,622.5
698.0669555664062,722.5
682.3009033203125,645.0
291.57965087890625,270.0
424.7734680175781,437.72
458.4694519042969,437.72
480.08489990234375,487.5
241.8323211669922,227.5
640.4926147460938,682.5
485.4389343261719,467.5
374.525390625,262.5
413.50836181640625,285.0
241.95916748046875,250.0
458.09417724609375,432.5
488.4387512207031,480.81
471.7998046875,453.59
255.21859741210938,258.55
242.95033264160156,215.46
621.8815307617188,616.89
332.85028076171875,376.48
390.7161560058594,325.0
678.46240234375,707.5
586.81005859375,585.13
687.5755004882812,703.07
736.7366943359375,748.43
640.9718627929688,650.0
674.29150390625,637.5
745.7715454101562,760.0
669.3726196289062,452.5
544.7058715820312,515.0
683.9180297851562,632.5
527.6353149414062,407.5
641.8895263671875,635.03
471.97509765625,464.93
716.2002563476562,680.0
500.4815368652344,505.0
350.27618408203125,315.0
737.6134033203125,764.3
297.3375549316406,292.5
459.443359375,460.4
581.2099609375,607.81
785.3539428710938,766.57
418.4677429199219,419.57
654.022216796875,670.0
602.3258666992188,569.26
617.2779541015625,560.19
491.115478515625,478.54
656.3739013671875,644.1
674.7662963867188,725.75
467.8297424316406,458.0
614.923095703125,594.21
698.221923828125,692.5
308.47296142578125,294.84
614.7784423828125,642.5
379.3910217285156,371.95
439.0840759277344,410.0
825.9816284179688,795.0
602.9729614257812,614.62
320.9776916503906,337.93
370.06195068359375,375.0
483.19805908203125,487.61
580.6829223632812,578.33
427.9789123535156,402.5
232.60289001464844,177.5
487.2679138183594,470.0
367.27288818359375,376.48
679.4304809570312,687.19
252.7545928955078,240.4
465.6355285644531,469.0
592.7108764648438,621.42
376.8025817871094,372.5
341.8666076660156,324.32
654.2803344726562,650.0
692.5433349609375,680.39
247.37594604492188,250.0
569.1195678710938,544.31
726.2090454101562,715.0
207.50762939453125,165.56
678.6885375976562,610.0
399.15338134765625,410.5
519.9564819335938,505.0
362.9158630371094,350.0
484.95123291015625,562.5
409.50091552734375,345.0
304.44085693359375,267.62
483.8014831542969,475.0
804.83056640625,860.5
826.447265625,905.0
471.3469543457031,470.0
396.0535888671875,383.29
269.35003662109375,260.82
449.7911376953125,450.0
737.6761474609375,737.5
178.19332885742188,172.37
609.795654296875,539.77
529.930908203125,565.0
625.3436279296875,632.76
596.6416625976562,665.0
532.953369140625,539.77
351.9002990722656,323.0
423.50885009765625,415.04
644.4694213867188,666.78
492.6744384765625,485.0
288.6258850097656,280.0
196.74053955078125,172.37
466.5599670410156,476.27
495.1881103515625,505.76
470.56610107421875,485.34
321.8868103027344,310.0
386.22296142578125,385.55
484.031982421875,512.56
519.1741943359375,555.0
432.94268798828125,360.61
416.8368835449219,417.5
423.4342346191406,365.0
506.7591247558594,494.42
711.4845581054688,741.62
461.0762634277344,439.98
379.58685302734375,387.5
532.0768432617188,540.0
589.0303344726562,540.0
635.05224609375,673.58
543.6559448242188,523.9
503.6027526855469,527.5
719.5787963867188,725.0
273.1692810058594,272.16
428.09088134765625,410.5
453.0747985839844,447.5
505.5351257324219,501.22
704.2681274414062,675.0
365.41619873046875,347.0
300.71875,285.0
454.16741943359375,427.5
375.9100341796875,337.93
566.8536376953125,551.11
635.2125244140625,815.0
446.0064392089844,475.0
368.5751647949219,385.0
520.9136962890625,560.0
321.3480529785156,324.32
368.2682189941406,362.5
511.04339599609375,490.0
868.7471313476562,780.0
474.1279296875,477.5
415.0875549316406,415.04
771.20947265625,795.0
387.5715026855469,362.87
371.0483703613281,371.95
998.5001831054688,1060.0
574.1619873046875,480.0
534.1832885742188,505.0
499.3844299316406,490.0
302.0016174316406,301.64
410.3990173339844,408.23
172.36660766601562,157.5
302.813232421875,307.5
398.92279052734375,360.61
878.9608764648438,825.0
418.26702880859375,360.0
696.7237548828125,700.8
685.9008178710938,695.0
375.62115478515625,367.41
346.4642639160156,317.5
798.3859252929688,770.0
460.4402770996094,467.2
